,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,label_type,eval_type
90,0.2287943759187117,0.08113120528043458,0.22879437591871177,0.06482974470124875,0.8469846876885182,0.22879437591871177,0.6487453365360045,0.583933652158121,0.6268520925396412,0.5465155807365439,0.4534844192634561,0.26726866505306274,income,flip,0.3,x4,Reduction,emp,noisy
91,0.07509618504612242,0.01250669393976725,0.07509618504612248,0.06482974470124875,0.8469846876885182,0.07509618504612248,0.7059334593959217,0.6341556459816887,0.6481674031713023,0.6207368683096839,0.37926313169031617,0.2347177664094338,income,flip,0.3,x4,Reduction,emp,ground
92,0.2808048287155724,0.016786247451872377,0.28080482871557233,0.12476694872513355,0.7100699024807618,0.28080482871557233,0.6760361833699596,0.6061999130272722,0.670837343599615,0.5529238440616501,0.44707615593834993,0.22284278134599275,income,flip,0.3,x4,Reweight,emp,fair_clean
93,0.06251360687577551,0.13328551790090254,0.13328551790090254,0.12476694872513355,0.7100699024807618,0.06251360687577556,0.7945009454694127,0.735094538507148,0.7670837343599615,0.7056665823425247,0.29433341765747534,0.14527055998627905,income,flip,0.3,x4,Reweight,emp,emp_clean
94,0.2806627340654773,0.01674773708432209,0.28066273406547726,0.12476694872513355,0.7100699024807618,0.28066273406547726,0.6759850769152144,0.606162256180892,0.670837343599615,0.5528611898016997,0.44713881019830026,0.2228635263451871,income,flip,0.3,x4,Reweight,emp,noisy
95,0.08846706531312287,0.06538168311686937,0.08846706531312287,0.12476694872513355,0.7100699024807618,0.08846706531312287,0.7476874329227782,0.6774678251780232,0.7129107658462808,0.6453821259646503,0.3546178740353498,0.18104569496228215,income,flip,0.3,x4,Reweight,emp,ground
96,0.20121025361104394,0.10663036362751735,0.20121025361104394,0.04182354713623565,0.903695407034301,0.20121025361104394,0.6707211120764552,0.6190504345769526,0.6458179126572909,0.5944135346883161,0.4055864653116839,0.26682156133828994,income,flip,0.3,x5,LR,fair,fair_clean
97,0.16570172984585188,0.05750888432476689,0.16570172984585196,0.04182354713623565,0.903695407034301,0.16570172984585196,0.7908212807277559,0.7445865834633385,0.7359980261534665,0.7533779517615861,0.24662204823841394,0.18372252747252749,income,flip,0.3,x5,LR,fair,emp_clean
98,0.20106552512647274,0.1065910859866756,0.2010655251264727,0.04182354713623565,0.903695407034301,0.2010655251264727,0.67067000562171,0.6190138346931536,0.6458179126572909,0.5943460490463215,0.40565395095367845,0.2668463611859838,income,flip,0.3,x5,LR,fair,noisy
99,0.004087699930418853,0.01669823006687582,0.01669823006687582,0.04182354713623565,0.903695407034301,0.004087699930418909,0.740685848622681,0.6856257744733582,0.6825808043424624,0.6886980333582275,0.31130196664177245,0.22309893349518772,income,flip,0.3,x5,LR,fair,ground
