,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,weights,eval_type
0,0.0064462315250500835,0.0366399847531923,0.0366399847531923,0.018902083756762722,0.9790277524531266,0.0064462315250500835,0.8709809543313537,0.9268462610311193,0.9200092208390963,0.9337856808610201,0.06621431913897988,0.5697865353037767,COMPAS,bias,0.1,x1,fair,ground
1,0.1078984485190409,0.8409090909090909,0.8409090909090909,0.17032258064516126,0.8296774193548387,0.10789844851904096,0.8666803194757321,0.9267963566850332,0.8921844555098506,0.9642021525503042,0.03579784744969584,0.8177339901477833,COMPAS,bias,0.1,x1,emp,ground
2,0.02617063987714613,0.050818919332619006,0.050818919332619006,0.006537611985881431,0.9922689044700859,0.026170639877146074,0.8544226044226044,0.9153067301965456,0.9325242718446602,0.8987134502923977,0.10128654970760234,0.45648604269293924,COMPAS,bias,0.1,x2,fair,ground
3,0.1497134670487106,0.9064748201438849,0.9064748201438849,0.21824104234527686,0.7817589576547231,0.14971346704871058,0.8583128583128583,0.9215775158658204,0.8938228182018026,0.9511111111111111,0.04888888888888889,0.7931034482758621,COMPAS,bias,0.1,x2,emp,ground
4,0.01973896448657704,0.02395458321794519,0.02395458321794519,0.004584452257584193,0.9948360523727774,0.01973896448657697,0.8640180217079664,0.9227367931114732,0.9178240740740741,0.9277023865231633,0.07229761347683669,0.5829228243021346,COMPAS,bias,0.1,x3,fair,ground
5,0.15143246930422918,0.9130434782608696,0.9130434782608696,0.21695760598503744,0.7830423940149626,0.15143246930422916,0.8556215441327053,0.9199682143262573,0.8934950385887541,0.9480580252690688,0.05194197473093121,0.7931034482758621,COMPAS,bias,0.1,x3,emp,ground
6,0.005106790166285062,0.0075636292351422,0.0075636292351422,0.029494806210293434,0.9676237473214011,0.0051067901662850135,0.8701883701883701,0.9265183124710246,0.9182173213875489,0.9349707602339181,0.06502923976608187,0.5845648604269293,COMPAS,bias,0.1,x4,fair,ground
7,0.10999329309188464,0.8188976377952756,0.8188976377952756,0.16563658838071693,0.8343634116192831,0.10999329309188466,0.8630221130221131,0.9247553705994825,0.8905979202772963,0.9616374269005848,0.0383625730994152,0.8292282430213465,COMPAS,bias,0.1,x4,emp,ground
8,0.0010540339472468185,0.018817204301075252,0.018817204301075252,0.015592756369762095,0.9826540173342703,0.0010540339472467908,0.8640180217079664,0.9228982814677195,0.9160903642231443,0.9298081422554983,0.07019185774450164,0.5977011494252874,COMPAS,bias,0.1,x5,fair,ground
9,0.1369006254343294,0.875,0.875,0.2040429564118762,0.7959570435881238,0.13690062543432935,0.8607413475322547,0.923024677382839,0.8940789473684211,0.9539073467477772,0.04609265325222274,0.7931034482758621,COMPAS,bias,0.1,x5,emp,ground
10,0.017892930291376077,0.11658885322439455,0.11658885322439455,0.011780644333792889,0.9867994210069757,0.017892930291376064,0.8691378251075159,0.9258098223615465,0.9188753168932934,0.9328497894244268,0.06715021057557323,0.5779967159277504,COMPAS,bias,0.1,x6,fair,ground
11,0.13374913374913375,0.8926174496644296,0.8926174496644296,0.2047738693467337,0.7952261306532663,0.13374913374913378,0.8629940610280565,0.9242441399614993,0.8955453149001537,0.9548432381843707,0.04515676181562939,0.7816091954022989,COMPAS,bias,0.1,x6,emp,ground
12,0.010576979438716688,0.03633536796038239,0.03633536796038239,0.007598769979070941,0.9914889326003086,0.010576979438716716,0.8681408681408681,0.9252032520325204,0.918800461361015,0.9316959064327486,0.06830409356725146,0.5779967159277504,COMPAS,bias,0.1,x7,fair,ground
13,0.1444121915820029,0.9210526315789473,0.9210526315789473,0.22156862745098038,0.7784313725490196,0.1444121915820029,0.8632268632268633,0.9242630385487528,0.8968096809680968,0.9534502923976608,0.04654970760233918,0.7701149425287356,COMPAS,bias,0.1,x7,emp,ground
14,0.01806011544250987,0.08717253839205052,0.08717253839205052,0.004490660428246751,0.9949923966796127,0.01806011544250985,0.8627892688920745,0.9225075179273653,0.9121683440073193,0.9330837622835751,0.0669162377164249,0.6305418719211823,COMPAS,bias,0.1,x8,fair,ground
15,0.13540197461212977,0.926829268292683,0.926829268292683,0.19857235561323816,0.8014276443867618,0.13540197461212977,0.8593078025803809,0.922381651790758,0.8918505571334936,0.955077211043519,0.044922788956481045,0.812807881773399,COMPAS,bias,0.1,x8,emp,ground
16,0.01676747311827957,0.006750344405326847,0.01676747311827953,0.0010947868220825274,0.9987732629765708,0.01676747311827953,0.8615888615888616,0.9216685979142526,0.913203214695752,0.9302923976608187,0.06970760233918129,0.6206896551724138,COMPAS,bias,0.1,x9,fair,ground
17,0.13978494623655913,0.8992805755395683,0.8992805755395683,0.20860495436766624,0.7913950456323338,0.13978494623655913,0.8609746109746109,0.9231813553569408,0.8939526730937774,0.9543859649122807,0.0456140350877193,0.7947454844006568,COMPAS,bias,0.1,x9,emp,ground
18,7.115921801417735e-05,0.03516339869281038,0.03516339869281038,0.012809229682989698,0.985733540535659,7.11592180141496e-05,0.8726192914192095,0.9278087279480037,0.9205435283279595,0.9351895180159101,0.06481048198408984,0.5665024630541872,COMPAS,bias,0.1,x10,fair,ground
19,0.11211699164345404,0.9,0.9,0.18663303909205553,0.8133669609079445,0.11211699164345401,0.8699569936514437,0.9283376594063876,0.8966644865925442,0.9623303696771175,0.03766963032288254,0.7783251231527094,COMPAS,bias,0.1,x10,emp,ground
