,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,label_type,eval_type
173,0.14959201071733041,0.027086250053031266,0.14959201071733041,0.01721972614871338,0.8023831427695274,0.14959201071733041,0.8065110565110565,0.42413162705667273,0.8754716981132076,0.2798552472858866,0.7201447527141134,0.013597033374536464,adult,flip,0.3,x8,Reduction,fair,emp_clean
174,0.2676838114850002,0.01693880260188504,0.26768381148500026,0.01721972614871338,0.8023831427695274,0.26768381148500026,0.7073095823095823,0.2719633307868602,0.6716981132075471,0.17049808429118773,0.8295019157088123,0.039330922242314645,adult,flip,0.3,x8,Reduction,fair,noisy
175,0.17401702736075908,0.008502057613168724,0.1740170273607591,0.01721972614871338,0.8023831427695274,0.1740170273607591,0.8031326781326781,0.38894184938036225,0.769811320754717,0.2602040816326531,0.7397959183673469,0.024676375404530743,adult,flip,0.3,x8,Reduction,fair,ground
176,0.029333333333333322,0.01614114114114114,0.029333333333333322,0.024524293348229184,0.6117285235597876,0.029333333333333322,0.8995700245700246,0.4559068219633944,0.7653631284916201,0.3246445497630332,0.6753554502369669,0.014820042342978124,adult,flip,0.3,x8,Reweight,fair,fair_clean
177,0.0846912678114724,0.007880446311145052,0.0846912678114724,0.024524293348229184,0.6117285235597876,0.0846912678114724,0.7905405405405406,0.32341269841269843,0.9106145251396648,0.19662243667068757,0.8033775633293124,0.006592501030078286,adult,flip,0.3,x8,Reweight,fair,emp_clean
178,0.1619225909112182,0.018521837249435815,0.16192259091121824,0.024524293348229184,0.6117285235597876,0.16192259091121824,0.7048525798525799,0.214227309893704,0.7318435754189944,0.12547892720306514,0.8745210727969349,0.0216998191681736,adult,flip,0.3,x8,Reweight,fair,noisy
179,0.0857087151491519,0.0019835390946502055,0.08570871514915188,0.024524293348229184,0.6117285235597876,0.08570871514915188,0.7988329238329238,0.3198338525441329,0.8603351955307262,0.19642857142857142,0.8035714285714286,0.010113268608414239,adult,flip,0.3,x8,Reweight,fair,ground
180,0.4837979797979798,0.16626241626241625,0.4837979797979798,0.2200972726420588,0.2621468557022789,0.4837979797979798,0.8624078624078624,0.611785095320624,0.4822404371584699,0.8364928909952607,0.16350710900473933,0.1337332392378264,adult,flip,0.3,x8,LR,emp,fair_clean
181,0.28031908415540124,0.05127275041364389,0.28031908415540124,0.2200972726420588,0.2621468557022789,0.28031908415540124,0.8737714987714987,0.7367072389493915,0.7855191256830601,0.6936067551266586,0.30639324487334135,0.06468891635764318,adult,flip,0.3,x8,LR,emp,emp_clean
182,0.0635840314503674,0.19669454400637199,0.19669454400637199,0.2200972726420588,0.2621468557022789,0.0635840314503674,0.7082309582309583,0.46509009009009006,0.5642076502732241,0.3955938697318008,0.6044061302681992,0.1442133815551537,adult,flip,0.3,x8,LR,emp,noisy
183,0.19954507051407028,0.10671604938271605,0.19954507051407028,0.2200972726420588,0.2621468557022789,0.19954507051407028,0.8341523341523341,0.6437994722955146,0.6666666666666666,0.6224489795918368,0.37755102040816324,0.09870550161812297,adult,flip,0.3,x8,LR,emp,ground
184,0.27119191919191915,0.06974763224763225,0.2711919191919192,0.11003972934674128,0.5513605771558612,0.2711919191919192,0.8792997542997543,0.6430517711171663,0.5213549337260678,0.8388625592417062,0.16113744075829384,0.11467889908256881,adult,flip,0.3,x8,Reduction,emp,fair_clean
185,0.01846303738886862,0.02458105298884223,0.02458105298884223,0.11003972934674128,0.5513605771558612,0.018463037388868564,0.8593366093366094,0.6962864721485412,0.7731958762886598,0.6332931242460796,0.36670687575392036,0.0634528224145035,adult,flip,0.3,x8,Reduction,emp,emp_clean
186,0.2826227359947583,0.10003650604009026,0.28262273599475823,0.11003972934674128,0.5513605771558612,0.28262273599475823,0.7054668304668305,0.44341265235055133,0.5625920471281296,0.36590038314176243,0.6340996168582376,0.13426763110307413,adult,flip,0.3,x8,Reduction,emp,noisy
187,0.06731656593228047,0.0311440329218107,0.06731656593228053,0.11003972934674128,0.5513605771558612,0.06731656593228053,0.8203316953316954,0.6001367053998633,0.646539027982327,0.5599489795918368,0.44005102040816324,0.0970873786407767,adult,flip,0.3,x8,Reduction,emp,ground
188,0.33179797979797976,0.1231086856086856,0.33179797979797976,0.16443843859892446,0.4478839422274502,0.33179797979797976,0.855958230958231,0.6133553173948887,0.47029077117572693,0.8815165876777251,0.11848341232227488,0.14784756527875795,adult,flip,0.3,x8,Reweight,emp,fair_clean
189,0.11510169285105348,0.008404395231428455,0.11510169285105343,0.16443843859892446,0.4478839422274502,0.11510169285105343,0.8673218673218673,0.7333333333333333,0.7509481668773704,0.7165259348612787,0.28347406513872137,0.08117016893283889,adult,flip,0.3,x8,Reweight,emp,emp_clean
190,0.22880142275471516,0.15370702243462098,0.2288014227547152,0.16443843859892446,0.4478839422274502,0.2288014227547152,0.7017813267813268,0.4708446866485014,0.5461441213653603,0.41379310344827586,0.5862068965517241,0.16229656419529837,adult,flip,0.3,x8,Reweight,emp,noisy
191,0.03432767920972252,0.06386831275720166,0.06386831275720166,0.16443843859892446,0.4478839422274502,0.03432767920972246,0.8277027027027027,0.6438095238095237,0.640960809102402,0.6466836734693877,0.35331632653061223,0.11488673139158576,adult,flip,0.3,x8,Reweight,emp,ground
192,0.24146110056925996,0.01592356687898089,0.24146110056925996,0.005124778328921331,0.943093607305936,0.24146110056925996,0.9084766584766585,0.5814606741573034,0.7340425531914894,0.4813953488372093,0.5186046511627908,0.02653927813163482,adult,flip,0.3,x9,LR,fair,fair_clean
193,0.33796568496445556,0.031005727762803238,0.3379656849644556,0.005124778328921331,0.943093607305936,0.3379656849644556,0.8138820638820639,0.44606946983546614,0.8652482269503546,0.30049261083743845,0.6995073891625616,0.015548281505728314,adult,flip,0.3,x9,LR,fair,emp_clean
194,0.46306961196915086,0.015904329608938547,0.46306961196915086,0.005124778328921331,0.943093607305936,0.46306961196915086,0.7073095823095823,0.2807547169811321,0.6595744680851063,0.17833173537871524,0.8216682646212847,0.04338002711251695,adult,flip,0.3,x9,LR,fair,noisy
195,0.37457561084209934,0.009904100529100533,0.3745756108420994,0.005124778328921331,0.943093607305936,0.3745756108420994,0.8028255528255528,0.3977485928705441,0.75177304964539,0.27040816326530615,0.7295918367346939,0.02831715210355987,adult,flip,0.3,x9,LR,fair,ground
