,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,label_type,eval_type
181,0.21685910337441,0.106375,0.21685910337441,0.2159097223017488,0.22207942247094167,0.21685910337441,0.8393734643734644,0.6430034129692833,0.7040358744394619,0.5917085427135679,0.4082914572864322,0.08048780487804878,adult,bias,0.3,x8,LR,emp,emp_clean
182,0.49854379450792013,0.09994117647058823,0.49854379450792,0.2159097223017488,0.22207942247094167,0.49854379450792,0.7533783783783784,0.5398280802292265,0.7040358744394619,0.43773234200743494,0.5622676579925651,0.0908256880733945,adult,bias,0.3,x8,LR,emp,noisy
183,0.252394878793787,0.09730864197530864,0.2523948787937869,0.2159097223017488,0.22207942247094167,0.2523948787937869,0.8375307125307125,0.6359256710254646,0.6905829596412556,0.5892857142857143,0.4107142857142857,0.08373786407766991,adult,bias,0.3,x8,LR,emp,ground
184,0.1877702849188147,0.03551515151515152,0.1877702849188147,0.10120358671130333,0.5022435837260387,0.1877702849188147,0.8006756756756757,0.562373567093729,0.7554347826086957,0.44790547798066593,0.5520945220193341,0.05806451612903226,adult,bias,0.3,x8,Reduction,emp,fair_clean
185,0.028306439273566075,0.01754166666666667,0.028306439273566186,0.10120358671130333,0.5022435837260387,0.028306439273566186,0.8286240786240786,0.586053412462908,0.7155797101449275,0.4962311557788945,0.5037688442211056,0.06382113821138212,adult,bias,0.3,x8,Reduction,emp,emp_clean
186,0.3361282195362913,0.005960784313725487,0.33612821953629135,0.10120358671130333,0.5022435837260387,0.33612821953629135,0.7469287469287469,0.4938574938574939,0.7282608695652174,0.3736059479553903,0.6263940520446096,0.06880733944954129,adult,bias,0.3,x8,Reduction,emp,noisy
187,0.07466042763371677,0.006880658436213993,0.07466042763371683,0.10120358671130333,0.5022435837260387,0.07466042763371683,0.8255528255528255,0.5748502994011976,0.6956521739130435,0.4897959183673469,0.5102040816326531,0.06796116504854369,adult,bias,0.3,x8,Reduction,emp,ground
188,0.278631659421034,0.10466666666666667,0.2786316594210341,0.18044978523588429,0.30480358050331624,0.2786316594210341,0.816953316953317,0.6227848101265823,0.7580893682588598,0.5284640171858217,0.4715359828141783,0.0675268817204301,adult,bias,0.3,x8,Reweight,emp,fair_clean
189,0.11868695785224154,0.07966666666666666,0.11868695785224159,0.18044978523588429,0.30480358050331624,0.11868695785224159,0.8436732186732187,0.6477508650519032,0.7211093990755008,0.5879396984924623,0.4120603015075377,0.07357723577235772,adult,bias,0.3,x8,Reweight,emp,emp_clean
190,0.4520847794390395,0.07084313725490196,0.4520847794390396,0.18044978523588429,0.30480358050331624,0.4520847794390396,0.7582923832923832,0.543768115942029,0.7226502311248074,0.4358736059479554,0.5641263940520446,0.08256880733944955,adult,bias,0.3,x8,Reweight,emp,noisy
191,0.154702021186716,0.06968724279835392,0.1547020211867161,0.18044978523588429,0.30480358050331624,0.1547020211867161,0.8412162162162162,0.6392184228890438,0.7057010785824345,0.5841836734693877,0.41581632653061223,0.07726537216828479,adult,bias,0.3,x8,Reweight,emp,ground
192,0.16067114093959728,0.07200907590759076,0.1606711409395974,0.10929176625802084,0.5771219644786826,0.1606711409395974,0.7837837837837838,0.585394581861013,0.6855172413793104,0.5107913669064749,0.4892086330935252,0.09986859395532194,adult,bias,0.3,x9,LR,fair,fair_clean
193,0.33870429120053436,0.057671957671957666,0.33870429120053436,0.10929176625802084,0.5771219644786826,0.33870429120053436,0.827088452088452,0.6269052352551358,0.6524137931034483,0.6033163265306123,0.39668367346938777,0.10194174757281553,adult,bias,0.3,x9,LR,fair,emp_clean
194,0.30565179970427914,0.03712057922584237,0.3056517997042791,0.10929176625802084,0.5771219644786826,0.3056517997042791,0.7401719901719902,0.5310421286031042,0.6606896551724138,0.4439295644114921,0.5560704355885079,0.11299954065227377,adult,bias,0.3,x9,LR,fair,noisy
195,0.16889297044581736,0.03892195767195766,0.1688929704458173,0.10929176625802084,0.5771219644786826,0.1688929704458173,0.816031941031941,0.6030483764082174,0.6275862068965518,0.5803571428571429,0.41964285714285715,0.10922330097087378,adult,bias,0.3,x9,LR,fair,ground
196,0.025319413373104616,0.017445338283828382,0.02531941337310467,0.0059840482493339064,0.9737898686679175,0.02531941337310467,0.7721130221130221,0.5660818713450293,0.6567164179104478,0.49743062692702983,0.5025693730729702,0.11081909767849321,adult,bias,0.3,x9,Reduction,fair,fair_clean
197,0.4027105248511159,0.041716269841269846,0.4027105248511159,0.0059840482493339064,0.9737898686679175,0.4027105248511159,0.8012899262899262,0.5746219592373439,0.592944369063772,0.5573979591836735,0.44260204081632654,0.12135922330097088,adult,bias,0.3,x9,Reduction,fair,emp_clean
198,0.18873538866697565,0.061758563074352554,0.18873538866697565,0.0059840482493339064,0.9737898686679175,0.18873538866697565,0.7291154791154791,0.51431718061674,0.6336499321573948,0.432808155699722,0.567191844300278,0.1240238860817639,adult,bias,0.3,x9,Reduction,fair,noisy
199,0.2895029776813046,0.05421626984126983,0.2895029776813046,0.0059840482493339064,0.9737898686679175,0.2895029776813046,0.793918918918919,0.5588428665351743,0.576662143826323,0.5420918367346939,0.45790816326530615,0.1262135922330097,adult,bias,0.3,x9,Reduction,fair,ground
200,0.03167288093462589,0.013892326732673266,0.03167288093462595,0.011224481054083496,0.9567985702839317,0.03167288093462595,0.773034398034398,0.5910348644161594,0.6402877697841727,0.5488180883864338,0.4511819116135663,0.1314060446780552,adult,bias,0.3,x9,Reweight,fair,fair_clean
201,0.3590471419825235,0.04801587301587301,0.3590471419825235,0.011224481054083496,0.9567985702839317,0.3590471419825235,0.7942260442260443,0.5859085290482077,0.5683453237410072,0.6045918367346939,0.39540816326530615,0.14563106796116504,adult,bias,0.3,x9,Reweight,fair,emp_clean
202,0.21190754676730006,0.06399331662489557,0.21190754676730006,0.011224481054083496,0.9567985702839317,0.21190754676730006,0.7288083538083538,0.5384213277574491,0.617505995203837,0.4772937905468026,0.5227062094531975,0.1465319246669729,adult,bias,0.3,x9,Reweight,fair,noisy
203,0.29300940613346693,0.05530753968253968,0.29300940613346693,0.011224481054083496,0.9567985702839317,0.29300940613346693,0.7899262899262899,0.5772558714462299,0.5599520383693045,0.5956632653061225,0.40433673469387754,0.14846278317152103,adult,bias,0.3,x9,Reweight,fair,ground
