,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,weights,eval_type
0,0.0954545454545454,0.03540354604547639,0.09545454545454551,0.01836198809988429,0.9061693622455673,0.09545454545454551,0.8055896805896806,0.5771543086172344,0.7236180904522613,0.48,0.52,0.0700339558573854,adult,bias,0.1,x1,fair,fair_clean
1,0.3181818181818181,0.0567246162795901,0.3181818181818182,0.01836198809988429,0.9061693622455673,0.3181818181818182,0.8203316953316954,0.5788336933045356,0.6733668341708543,0.5075757575757576,0.49242424242424243,0.07913961038961038,adult,bias,0.1,x1,fair,emp_clean
2,0.03360620422231797,0.06609565817688637,0.06609565817688637,0.01836198809988429,0.9061693622455673,0.03360620422231797,0.7966830466830467,0.5490463215258855,0.6750418760469011,0.4626865671641791,0.5373134328358209,0.08134171907756814,adult,bias,0.1,x1,fair,noisy
3,0.33577712609970667,0.05999312272606266,0.3357771260997067,0.01836198809988429,0.9061693622455673,0.3357771260997067,0.8203316953316954,0.5763939174511225,0.6666666666666666,0.5076530612244898,0.4923469387755102,0.08050161812297735,adult,bias,0.1,x1,fair,ground
4,0.11704545454545456,0.03394921213040949,0.11704545454545456,0.08913960383159078,0.6003330877386872,0.11704545454545456,0.8191031941031941,0.6152841280209014,0.7464342313787639,0.5233333333333333,0.4766666666666667,0.06791171477079797,adult,bias,0.1,x1,emp,fair_clean
5,0.03636363636363632,0.010398487492728328,0.036363636363636376,0.08913960383159078,0.6003330877386872,0.036363636363636376,0.8356879606879607,0.6240337315530569,0.7036450079239303,0.5606060606060606,0.4393939393939394,0.07589285714285714,adult,bias,0.1,x1,emp,emp_clean
6,0.18013787160706596,0.0051638187516418604,0.18013787160706596,0.08913960383159078,0.6003330877386872,0.18013787160706596,0.812039312039312,0.5925432756324901,0.705229793977813,0.5109070034443168,0.4890929965556831,0.0779874213836478,adult,bias,0.1,x1,emp,noisy
7,0.05835777126099706,0.00886835566598633,0.05835777126099706,0.08913960383159078,0.6003330877386872,0.05835777126099706,0.836916461916462,0.6247349823321555,0.7004754358161648,0.5637755102040817,0.4362244897959184,0.07645631067961164,adult,bias,0.1,x1,emp,ground
8,0.05528209241838644,0.0037794081729106976,0.05528209241838644,0.01459354575163399,0.9328635189100305,0.05528209241838644,0.816031941031941,0.6249217282404508,0.7210982658959537,0.5513812154696133,0.4486187845303867,0.08209272649936197,adult,bias,0.1,x2,fair,fair_clean
9,0.18673729033598174,0.040246833717029126,0.18673729033598174,0.01459354575163399,0.9328635189100305,0.18673729033598174,0.8212530712530712,0.6104417670682731,0.6589595375722543,0.5685785536159601,0.4314214463840399,0.09616951915240424,adult,bias,0.1,x2,fair,emp_clean
10,0.06113685932388224,0.0511414956957732,0.06113685932388224,0.01459354575163399,0.9328635189100305,0.06113685932388224,0.7976044226044227,0.5805219605346912,0.6589595375722543,0.5187713310580204,0.4812286689419795,0.09928481278923013,adult,bias,0.1,x2,fair,noisy
11,0.20208296348896382,0.04952121404438803,0.20208296348896382,0.01459354575163399,0.9328635189100305,0.20208296348896382,0.8200245700245701,0.6029810298102981,0.6430635838150289,0.5676020408163265,0.43239795918367346,0.09991909385113269,adult,bias,0.1,x2,fair,ground
12,0.16931014365930142,0.05135427471206398,0.16931014365930142,0.10818695533769064,0.47801593167446826,0.16931014365930142,0.8105036855036855,0.5782638414217361,0.7580645161290323,0.46740331491712706,0.532596685082873,0.057422373458102936,adult,bias,0.1,x2,emp,fair_clean
13,0.07760294957677721,0.029520263999611024,0.07760294957677732,0.10818695533769064,0.47801593167446826,0.07760294957677732,0.828009828009828,0.588235294117647,0.7168458781362007,0.49875311720698257,0.5012468827930174,0.06438467807660962,adult,bias,0.1,x2,emp,emp_clean
14,0.2272628135223555,0.02537450767141638,0.22726281352235556,0.10818695533769064,0.47801593167446826,0.22726281352235556,0.8043611793611793,0.5567153792623522,0.7168458781362007,0.4550625711035267,0.5449374288964732,0.06647034076567102,adult,bias,0.1,x2,emp,noisy
15,0.06336469613586598,0.02408344170052494,0.06336469613586604,0.10818695533769064,0.47801593167446826,0.06336469613586604,0.8298525798525799,0.5871833084947838,0.7060931899641577,0.5025510204081632,0.49744897959183676,0.06634304207119741,adult,bias,0.1,x2,emp,ground
16,0.08310574018126887,0.014232366865781589,0.08310574018126882,0.015357694162317248,0.9218699375144642,0.08310574018126882,0.8126535626535627,0.6028645833333334,0.7419871794871795,0.5076754385964912,0.4923245614035088,0.06868600682593856,adult,bias,0.1,x3,fair,fair_clean
17,0.286829470484612,0.02294284097340124,0.2868294704846119,0.015357694162317248,0.9218699375144642,0.2868294704846119,0.8237100737100738,0.5952045133991537,0.6762820512820513,0.5314861460957179,0.46851385390428213,0.08204711616571893,adult,bias,0.1,x3,fair,emp_clean
18,0.001818412483613252,0.028984785400210128,0.028984785400210128,0.015357694162317248,0.9218699375144642,0.001818412483613141,0.8000614250614251,0.5662891405729514,0.6810897435897436,0.4846066134549601,0.5153933865450399,0.08364859184531316,adult,bias,0.1,x3,fair,noisy
19,0.2926966082046296,0.029488489258974182,0.29269660820462956,0.015357694162317248,0.9218699375144642,0.29269660820462956,0.8224815724815725,0.5894886363636362,0.6650641025641025,0.5293367346938775,0.47066326530612246,0.08454692556634304,adult,bias,0.1,x3,fair,ground
