,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,label_type,eval_type
45,0.08368904813833927,0.06592379780606344,0.08368904813833933,0.1476273148148148,0.42738496071829407,0.08368904813833933,0.8298525798525799,0.6261808367071525,0.6823529411764706,0.5785536159600998,0.42144638403990026,0.08801955990220049,adult,bias,0.1,x2,Reweight,emp,emp_clean
46,0.25907170119956374,0.061681628540003815,0.25907170119956385,0.1476273148148148,0.42738496071829407,0.25907170119956385,0.8062039312039312,0.5952533675432972,0.6823529411764706,0.5278725824800911,0.472127417519909,0.09087084560370215,adult,bias,0.1,x2,Reweight,emp,noisy
47,0.05900940884075978,0.06050726215734709,0.06050726215734709,0.1476273148148148,0.42738496071829407,0.05900940884075989,0.8316953316953317,0.6256830601092895,0.6735294117647059,0.5841836734693877,0.41581632653061223,0.08980582524271845,adult,bias,0.1,x2,Reweight,emp,ground
48,0.1286767371601209,0.10285598600910774,0.1286767371601208,0.1375022257998691,0.4735425160984251,0.1286767371601208,0.8172604422604423,0.6324891908585546,0.7241867043847242,0.5614035087719298,0.43859649122807015,0.08319112627986348,adult,bias,0.1,x3,LR,fair,fair_clean
49,0.0225438384396624,0.06543293718166383,0.06543293718166383,0.1375022257998691,0.4735425160984251,0.022543838439662456,0.8313882063882064,0.6342438374417055,0.6732673267326733,0.5994962216624685,0.4005037783375315,0.09382615759545085,adult,bias,0.1,x3,LR,fair,emp_clean
50,0.21727209935016423,0.0601634304836764,0.21727209935016423,0.1375022257998691,0.4735425160984251,0.21727209935016423,0.8058968058968059,0.601010101010101,0.6732673267326733,0.5427594070695553,0.4572405929304447,0.09709962168978563,adult,bias,0.1,x3,LR,fair,noisy
51,0.04885132692619326,0.0627499825064726,0.0627499825064726,0.1375022257998691,0.4735425160984251,0.048851326926193206,0.8326167076167076,0.6344735077129444,0.669024045261669,0.6033163265306123,0.39668367346938777,0.09466019417475728,adult,bias,0.1,x3,LR,fair,ground
52,0.00019335347432020145,0.046327350129233634,0.046327350129233634,0.0616023419530457,0.734774352641848,0.00019335347432025696,0.812039312039312,0.6184538653366584,0.7167630057803468,0.543859649122807,0.45614035087719296,0.08361774744027303,adult,bias,0.1,x3,Reduction,fair,fair_clean
53,0.19747158992780905,0.010539049235993206,0.1974715899278091,0.0616023419530457,0.734774352641848,0.1974715899278091,0.8243243243243243,0.6150740242261102,0.6604046242774566,0.575566750629723,0.4244332493702771,0.09545085296506906,adult,bias,0.1,x3,Reduction,fair,emp_clean
54,0.08504250010572162,0.0028530293007510005,0.08504250010572162,0.0616023419530457,0.734774352641848,0.08504250010572162,0.7994471744471745,0.5838113448056087,0.661849710982659,0.5222348916761688,0.47776510832383123,0.09836065573770492,adult,bias,0.1,x3,Reduction,fair,noisy
55,0.21734415317303016,0.006079350640263104,0.21734415317303024,0.0616023419530457,0.734774352641848,0.21734415317303024,0.8243243243243243,0.6124661246612466,0.653179190751445,0.576530612244898,0.42346938775510207,0.0970873786407767,adult,bias,0.1,x3,Reduction,fair,ground
56,0.05267673716012089,0.08394047529031833,0.08394047529031833,0.10490395159085661,0.5983521715042116,0.05267673716012078,0.8184889434889435,0.6424682395644283,0.7165991902834008,0.5822368421052632,0.41776315789473684,0.08959044368600683,adult,bias,0.1,x3,Reweight,fair,fair_clean
57,0.13704765523355555,0.04459960384833049,0.13704765523355555,0.10490395159085661,0.5983521715042116,0.13704765523355555,0.8301597051597052,0.6397394136807818,0.6626180836707153,0.6183879093198993,0.38161209068010077,0.10154346060113728,adult,bias,0.1,x3,Reweight,fair,emp_clean
58,0.13783284701371556,0.03965679598427954,0.13783284701371562,0.10490395159085661,0.5983521715042116,0.13783284701371562,0.8058968058968059,0.6093943139678616,0.6653171390013495,0.5621436716077537,0.4378563283922463,0.10424548129466163,adult,bias,0.1,x3,Reweight,fair,noisy
59,0.15628934345511886,0.0399734098383598,0.1562893434551189,0.10490395159085661,0.5983521715042116,0.1562893434551189,0.8301597051597052,0.6373770491803279,0.6558704453441295,0.6198979591836735,0.38010204081632654,0.10315533980582524,adult,bias,0.1,x3,Reweight,fair,ground
60,0.3181873111782477,0.12510904976897302,0.3181873111782477,0.19943730046326966,0.2544683345857842,0.3181873111782477,0.8025184275184275,0.5917460317460317,0.702865761689291,0.5109649122807017,0.48903508771929827,0.0840443686006826,adult,bias,0.1,x3,LR,emp,fair_clean
61,0.22323926634658564,0.10232880588568197,0.22323926634658559,0.19943730046326966,0.2544683345857842,0.22323926634658559,0.8258599508599509,0.6108442004118051,0.6711915535444947,0.5604534005037783,0.43954659949622166,0.08854589764419171,adult,bias,0.1,x3,LR,emp,emp_clean
62,0.36831310525648076,0.09991361531577106,0.36831310525648076,0.19943730046326966,0.2544683345857842,0.36831310525648076,0.8003685503685504,0.577922077922078,0.6711915535444947,0.507411630558723,0.4925883694412771,0.09163514081546868,adult,bias,0.1,x3,LR,emp,noisy
63,0.20059085299727009,0.1015058428381499,0.20059085299727009,0.19943730046326966,0.2544683345857842,0.20059085299727009,0.8283169533169533,0.6136834830684175,0.669683257918552,0.5663265306122449,0.4336734693877551,0.08859223300970874,adult,bias,0.1,x3,LR,emp,ground
64,0.1120845921450151,0.04942749379442787,0.1120845921450151,0.09082563202968252,0.5483210703782305,0.1120845921450151,0.8175675675675675,0.5964673913043479,0.7839285714285714,0.48135964912280704,0.518640350877193,0.05162116040955631,adult,bias,0.1,x3,Reduction,emp,fair_clean
65,0.00777175227107868,0.016852009054895305,0.016852009054895305,0.09082563202968252,0.5483210703782305,0.007771752271078736,0.8341523341523341,0.6011816838995567,0.7267857142857143,0.5125944584382871,0.48740554156171284,0.062144597887896016,adult,bias,0.1,x3,Reduction,emp,emp_clean
66,0.1888823106525141,0.012898556364060863,0.18888231065251404,0.09082563202968252,0.5483210703782305,0.18888231065251404,0.8092751842751843,0.5678496868475992,0.7285714285714285,0.4652223489167617,0.5347776510832383,0.06389239176124423,adult,bias,0.1,x3,Reduction,emp,noisy
67,0.025877865450057935,0.014157161850115459,0.02587786545005799,0.09082563202968252,0.5483210703782305,0.02587786545005799,0.8353808353808354,0.6011904761904762,0.7214285714285714,0.5153061224489796,0.4846938775510204,0.06310679611650485,adult,bias,0.1,x3,Reduction,emp,ground
