,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,eval_type
19,0.16812829161488846,0.0015409918346098866,0.1681282916148884,0.10291394335511983,0.5556731334509112,0.1681282916148884,0.816031941031941,0.5802382620882971,0.6438569206842923,0.5280612244897959,0.4719387755102041,0.09263754045307443,adult,flip,0.1,x2,Reduction,ground
20,0.14686495614751865,0.11378024232487673,0.1468649561475187,0.18135893246187362,0.31959131545338443,0.1468649561475187,0.8307739557739557,0.6274509803921569,0.6904761904761905,0.5749690210656754,0.4250309789343247,0.08493262556145366,adult,flip,0.1,x2,Reweight,fair_clean
21,0.12600657089480127,0.08011547968763785,0.12600657089480127,0.18135893246187362,0.31959131545338443,0.12600657089480127,0.8191031941031941,0.613263296126067,0.6949404761904762,0.5487661574618097,0.4512338425381904,0.08523908523908524,adult,flip,0.1,x2,Reweight,emp_clean
22,0.07426856714178542,0.10006814350081361,0.10006814350081361,0.18135893246187362,0.31959131545338443,0.07426856714178542,0.7963759213759214,0.570873786407767,0.65625,0.5051546391752577,0.4948453608247423,0.09693663449433487,adult,flip,0.1,x2,Reweight,noisy
23,0.16424640511272853,0.08351221697496874,0.1642464051127286,0.18135893246187362,0.31959131545338443,0.1642464051127286,0.8316953316953317,0.6236263736263736,0.6755952380952381,0.5790816326530612,0.42091836734693877,0.08818770226537216,adult,flip,0.1,x2,Reweight,ground
24,0.524558356123882,0.13324791800128122,0.524558356123882,0.2599617270733949,0.04909867435797881,0.524558356123882,0.8111179361179361,0.5720250521920668,0.6639741518578353,0.5024449877750611,0.49755501222493886,0.08531583264971287,adult,flip,0.1,x3,LR,fair_clean
25,0.484625328962556,0.12274730226903553,0.48462532896255595,0.2599617270733949,0.04909867435797881,0.48462532896255595,0.816953316953317,0.5906593406593407,0.6946688206785138,0.5137395459976105,0.4862604540023895,0.0781314592806945,adult,flip,0.1,x3,LR,emp_clean
26,0.4164108618654073,0.14197494674718103,0.4164108618654073,0.2599617270733949,0.04909867435797881,0.4164108618654073,0.7874692874692875,0.5417218543046357,0.6607431340872375,0.4590347923681257,0.5409652076318743,0.08879492600422834,adult,flip,0.1,x3,LR,noisy
27,0.5147027660396644,0.12557273808690786,0.5147027660396645,0.2599617270733949,0.04909867435797881,0.5147027660396645,0.8264742014742015,0.5972915181753385,0.6768982229402262,0.5344387755102041,0.4655612244897959,0.08090614886731391,adult,flip,0.1,x3,LR,ground
28,0.07689038362037104,0.01143172702350699,0.07689038362037104,0.07753625291845148,0.6387626785083513,0.07689038362037104,0.8046683046683046,0.5571030640668524,0.6472491909385113,0.4889975550122249,0.511002444987775,0.08941755537325677,adult,flip,0.1,x3,Reduction,fair_clean
29,0.10179371162103512,0.02128914372490462,0.10179371162103518,0.07753625291845148,0.6387626785083513,0.10179371162103518,0.7976044226044227,0.5470790378006873,0.6440129449838188,0.4755077658303465,0.5244922341696535,0.0909466721785862,adult,flip,0.1,x3,Reduction,emp_clean
30,0.03884297520661151,0.002943373876128752,0.03884297520661156,0.07753625291845148,0.6387626785083513,0.03884297520661156,0.7675061425061425,0.4983432736911862,0.6084142394822006,0.4219977553310887,0.5780022446689114,0.10232558139534884,adult,flip,0.1,x3,Reduction,noisy
31,0.1319322388841105,0.02025050731229444,0.1319322388841106,0.07753625291845148,0.6387626785083513,0.1319322388841106,0.8101965601965602,0.5592011412268189,0.6343042071197411,0.5,0.5,0.09142394822006472,adult,flip,0.1,x3,Reduction,ground
32,0.04963411929928302,0.11971830471505782,0.11971830471505782,0.17026556662690917,0.341262764081556,0.049634119299282964,0.831081081081081,0.6288798920377868,0.7018072289156626,0.5696821515892421,0.43031784841075793,0.081214109926169,adult,flip,0.1,x3,Reweight,fair_clean
33,0.05452698647213633,0.08127389993290993,0.08127389993290993,0.17026556662690917,0.341262764081556,0.054526986472136274,0.8221744471744472,0.6142571618920719,0.6942771084337349,0.5507765830346476,0.44922341696535245,0.08391897478296817,adult,flip,0.1,x3,Reweight,emp_clean
34,0.013223140495867702,0.10081957478920602,0.10081957478920602,0.17026556662690917,0.341262764081556,0.013223140495867758,0.7920761670761671,0.5646302250803859,0.661144578313253,0.49270482603815935,0.5072951739618407,0.09513742071881606,adult,flip,0.1,x3,Reweight,noisy
35,0.08711965396457377,0.0825064726051361,0.08711965396457377,0.17026556662690917,0.341262764081556,0.08711965396457377,0.8335380835380836,0.6256906077348067,0.6822289156626506,0.5778061224489796,0.4221938775510204,0.08535598705501618,adult,flip,0.1,x3,Reweight,ground
36,0.4931927975406236,0.12475884244372991,0.4931927975406236,0.2402130991285403,0.07157423853693835,0.4931927975406236,0.8083538083538083,0.5549215406562055,0.6672384219554031,0.47496947496947495,0.525030525030525,0.07960607304062371,adult,flip,0.1,x4,LR,fair_clean
37,0.4071796633459292,0.1138719366597242,0.40717966334592925,0.2402130991285403,0.07157423853693835,0.40717966334592925,0.8175675675675675,0.5805084745762712,0.7049742710120068,0.49339735894357745,0.5066026410564226,0.0709863805200165,adult,flip,0.1,x4,LR,emp_clean
38,0.34175377468060397,0.1345298541510295,0.34175377468060397,0.2402130991285403,0.07157423853693835,0.34175377468060397,0.7886977886977887,0.5294117647058824,0.6638078902229846,0.4402730375426621,0.5597269624573379,0.08245687841817417,adult,flip,0.1,x4,LR,noisy
39,0.4603151175233386,0.10484082891047725,0.46031511752333865,0.2402130991285403,0.07157423853693835,0.46031511752333865,0.8375307125307125,0.6130212143379663,0.7186963979416809,0.5344387755102041,0.4655612244897959,0.06634304207119741,adult,flip,0.1,x4,LR,ground
40,0.023349436392914646,0.044241748146203824,0.044241748146203824,0.0830575980392157,0.6304021813224266,0.023349436392914646,0.8117321867321867,0.5804243668720055,0.660436137071651,0.5177045177045178,0.4822954822954823,0.08945424702503077,adult,flip,0.1,x4,Reduction,fair_clean
41,0.05316615137982367,0.005633794785603594,0.05316615137982361,0.0830575980392157,0.6304021813224266,0.05316615137982361,0.8025184275184275,0.5640677966101695,0.6479750778816199,0.49939975990396157,0.5006002400960384,0.09327280231118448,adult,flip,0.1,x4,Reduction,emp_clean
