,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,eval_type
31,0.18943445146653703,0.005141697571898397,0.18943445146653703,0.034054413062531666,0.7592255076441451,0.18943445146653703,0.8221744471744472,0.5210918114143921,0.7411764705882353,0.4017857142857143,0.5982142857142857,0.04449838187702265,adult,balanced,0.1,x3,Reduction,ground
32,0.12493209289691704,0.06494148191245823,0.12493209289691698,0.05933949957520257,0.6888191645499449,0.12493209289691698,0.8353808353808354,0.6029629629629629,0.7280858676207513,0.5145385587863464,0.4854614412136536,0.061663286004056794,adult,balanced,0.1,x3,Reweight,fair_clean
33,0.09640359640359636,0.01614986895673573,0.09640359640359641,0.05933949957520257,0.6888191645499449,0.09640359640359641,0.8347665847665847,0.6014814814814815,0.7262969588550984,0.5132743362831859,0.48672566371681414,0.06206896551724138,adult,balanced,0.1,x3,Reweight,emp_clean
34,0.05372199470007222,0.024426807760141098,0.05372199470007227,0.05933949957520257,0.6888191645499449,0.05372199470007227,0.812960687960688,0.5505535055350553,0.667262969588551,0.4685929648241206,0.5314070351758794,0.07560975609756097,adult,balanced,0.1,x3,Reweight,noisy
35,0.1935230544856214,0.005508361906094737,0.1935230544856213,0.05933949957520257,0.6888191645499449,0.1935230544856213,0.8350737100737101,0.6001489203276247,0.7209302325581395,0.514030612244898,0.48596938775510207,0.06310679611650485,adult,balanced,0.1,x3,Reweight,ground
36,0.05742464010180537,0.06864299642160748,0.06864299642160748,0.08103213507625273,0.5635496883021636,0.05742464010180548,0.8191031941031941,0.5684981684981685,0.7504835589941973,0.45754716981132076,0.5424528301886793,0.05357142857142857,adult,balanced,0.1,x4,LR,fair_clean
37,0.04647197932134406,0.024364504907388798,0.046471979321344115,0.08103213507625273,0.5635496883021636,0.046471979321344115,0.828009828009828,0.575113808801214,0.7330754352030948,0.4731585518102372,0.5268414481897628,0.05621181262729124,adult,balanced,0.1,x4,LR,emp_clean
38,0.16557953577906936,0.0267560338812377,0.1655795357790693,0.08103213507625273,0.5635496883021636,0.1655795357790693,0.8049754299754299,0.5257654966392831,0.6808510638297872,0.4282238442822384,0.5717761557177615,0.06778964667214461,adult,balanced,0.1,x4,LR,noisy
39,0.06967762567186947,0.011339064940976855,0.06967762567186941,0.08103213507625273,0.5635496883021636,0.06967762567186941,0.8344594594594594,0.5857033051498847,0.7369439071566731,0.48596938775510207,0.514030612244898,0.05501618122977346,adult,balanced,0.1,x4,LR,ground
40,0.15550518306423816,0.03809809509524524,0.1555051830642381,0.004500272331154687,0.9684109916367981,0.1555051830642381,0.8166461916461917,0.5432287681713849,0.7734204793028322,0.4186320754716981,0.5813679245283019,0.04318936877076412,adult,balanced,0.1,x4,Reduction,fair_clean
